model,feature_type,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,cv_folds
EfficientNet_B0,mel_spectrogram,0.7989473684210526,0.0031578947368421373,0.8659223817118554,0.0027644869750133028,0.7072695035460993,0.009397163120567376,0.7785764168681171,0.006811710985764163,2
EfficientNet_B0,stft_spectrogram,0.6842105263157894,0.0505263157894737,0.7510549982704946,0.02860601867865792,0.5682624113475178,0.18492907801418437,0.6257332402234637,0.11176675977653633,2
EfficientNet_B0,mfcc,0.6663157894736842,0.02421052631578946,0.7438888888888888,0.04944444444444446,0.5136081560283687,0.007225177304964581,0.6067099567099568,0.011471861471861466,2
EfficientNet_B0,cqt_spectrogram,0.6252631578947369,0.07157894736842108,0.9018518518518519,0.06481481481481483,0.30084219858156025,0.18000886524822693,0.4128128128128128,0.197997997997998,2
EfficientNet_B0,cwt_spectrogram,0.7094736842105263,0.046315789473684255,0.8234439834024896,0.07655601659751038,0.5704787234042553,0.19547872340425532,0.6428571428571428,0.11344537815126049,2
EfficientNet_B0,chroma,0.5947368421052631,0.0094736842105263,0.5829145055151247,0.010159087558468394,0.6790336879432624,0.1082003546099291,0.6224117069607105,0.04067073031527524,2
