model,feature_type,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,cv_folds
EfficientNet_B0,mel_spectrogram,0.7989473684210526,0.0031578947368421,0.8659223817118554,0.0027644869750133,0.7072695035460993,0.0093971631205673,0.7785764168681171,0.0068117109857641,2
EfficientNet_B0,cwt_spectrogram,0.7094736842105263,0.0463157894736842,0.8234439834024896,0.0765560165975103,0.5704787234042553,0.1954787234042553,0.6428571428571428,0.1134453781512604,2
EfficientNet_B0,stft_spectrogram,0.6842105263157894,0.0505263157894737,0.7510549982704946,0.0286060186786579,0.5682624113475178,0.1849290780141843,0.6257332402234637,0.1117667597765363,2
EfficientNet_B0,mfcc,0.6663157894736842,0.0242105263157894,0.7438888888888888,0.0494444444444444,0.5136081560283687,0.0072251773049645,0.6067099567099568,0.0114718614718614,2
EfficientNet_B0,cqt_spectrogram,0.6252631578947369,0.071578947368421,0.901851851851852,0.0648148148148148,0.3008421985815602,0.1800088652482269,0.4128128128128128,0.197997997997998,2
EfficientNet_B0,chroma,0.5947368421052631,0.0094736842105263,0.5829145055151247,0.0101590875584683,0.6790336879432624,0.1082003546099291,0.6224117069607105,0.0406707303152752,2
